Unnamed: 0,Sector,STOCapacity,STOSelfDischarge,STOMinSOC,MaxFlexDemand,MaxFlexSupply,CostXNotServed,STOMaxPower
,DHW_VPP,213703.88997927122,0.0137928832560837,0.2,,,10000,6741.298803065083
