Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Status,Source,Company,Lat,Lon
,Marcinelle Energie (Carsid),413.0,1.0,BE,,,Combined cycle,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.elia.be/en/grid-data/power-generation/generating-facilities#,DIRECT ENERGIE,50.41396,4.40645
,Aalst Syral GT,43.0,1.0,BE,,,Gas turbine,Natural gas,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://www.elia.be/en/grid-data/power-generation/generating-facilities#,Electrabel,,
,Aalst Syral ST,5.0,1.0,BE,,,Steam turbine,Natural gas,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://www.elia.be/en/grid-data/power-generation/generating-facilities#,Electrabel,,
,AALTER TJ,18.0,1.0,BE,,,Gas turbine,Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.elia.be/en/grid-data/power-generation/generating-facilities#,Electrabel,,
,Amercoeur 1 R TGV,451.0,1.0,BE,,,Combined cycle,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.elia.be/en/grid-data/power-generation/generating-facilities#,Electrabel,50.430040000000005,4.39518
,AWIRS 4,95.0,1.0,BE,,,Steam turbine,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.elia.be/en/grid-data/power-generation/generating-facilities#,Electrabel,50.58508,5.41886
,BEERSE TJ,32.0,1.0,BE,,,Gas turbine,Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.elia.be/en/grid-data/power-generation/generating-facilities#,Electrabel,,
,Beveren Ineos Phenolchemie,23.8,1.0,BE,,,,Natural gas,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://www.elia.be/en/grid-data/power-generation/generating-facilities#,Electrabel,,
,BUTGENBACH,1.8,1.0,BE,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.elia.be/en/grid-data/power-generation/generating-facilities#,Electrabel,,
,CIERREUX TJ,18.0,1.0,BE,,,Gas turbine,Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.elia.be/en/grid-data/power-generation/generating-facilities#,Electrabel,,
,COO I T,474.0,1.0,BE,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.elia.be/en/grid-data/power-generation/generating-facilities#,Electrabel,50.382540000000006,5.84414
,COO II T,690.0,1.0,BE,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.elia.be/en/grid-data/power-generation/generating-facilities#,Electrabel,50.382540000000006,5.84414
,DOEL 1,445.0,1.0,BE,,,Steam turbine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.elia.be/en/grid-data/power-generation/generating-facilities#,Electrabel,51.32481,4.25889
,DOEL 2,433.0,1.0,BE,,,Steam turbine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.elia.be/en/grid-data/power-generation/generating-facilities#,Electrabel,51.32481,4.25889
,DOEL 3,1006.0,1.0,BE,,,Steam turbine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.elia.be/en/grid-data/power-generation/generating-facilities#,Electrabel,51.32481,4.25889
,DOEL 4,1039.0,1.0,BE,,,Steam turbine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.elia.be/en/grid-data/power-generation/generating-facilities#,Electrabel,51.32481,4.25889
,DROGENBOS DM 51,2.5,1.0,BE,,,,Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.elia.be/en/grid-data/power-generation/generating-facilities#,Electrabel,50.80244,4.30072
,DROGENBOS DM 52,2.5,1.0,BE,,,,Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.elia.be/en/grid-data/power-generation/generating-facilities#,Electrabel,50.80244,4.30072
,DROGENBOS GT1,150.0,1.0,BE,,,Gas turbine,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.elia.be/en/grid-data/power-generation/generating-facilities#,Electrabel,,
,DROGENBOS GT2,150.0,1.0,BE,,,Gas turbine,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.elia.be/en/grid-data/power-generation/generating-facilities#,Electrabel,,
,DROGENBOS ST,160.0,1.0,BE,,,Steam turbine,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.elia.be/en/grid-data/power-generation/generating-facilities#,Electrabel,,
,HERDERSBRUG STEG,465.0,1.0,BE,,,Combined cycle,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.elia.be/en/grid-data/power-generation/generating-facilities#,Electrabel,51.26307,3.21121
,IXELLES TJ,18.0,1.0,BE,,,Gas turbine,Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.elia.be/en/grid-data/power-generation/generating-facilities#,Electrabel,,
,La Vierre,1.9,1.0,BE,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.elia.be/en/grid-data/power-generation/generating-facilities#,Electrabel,,
,Lanaken Sappi,43.0,1.0,BE,,,,Natural gas,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://www.elia.be/en/grid-data/power-generation/generating-facilities#,Electrabel,,
,LANGERBRUGGE STORA ST 1,11.0,1.0,BE,,,Steam turbine,Non-renewable waste,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://www.elia.be/en/grid-data/power-generation/generating-facilities#,Electrabel,,
,LANGERBRUGGE STORA ST 2,44.7,1.0,BE,,,Steam turbine,Non-renewable waste,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://www.elia.be/en/grid-data/power-generation/generating-facilities#,Electrabel,,
,Lillo Degussa GT1,43.0,1.0,BE,,,Gas turbine,Natural gas,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://www.elia.be/en/grid-data/power-generation/generating-facilities#,Electrabel,,
,Lillo Degussa GT2,32.0,1.0,BE,,,Gas turbine,Natural gas,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://www.elia.be/en/grid-data/power-generation/generating-facilities#,Electrabel,,
,Lillo Degussa ST,10.0,1.0,BE,,,Steam turbine,Natural gas,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://www.elia.be/en/grid-data/power-generation/generating-facilities#,Electrabel,,
,Noordschote TJ,18.0,1.0,BE,,,Gas turbine,Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.elia.be/en/grid-data/power-generation/generating-facilities#,Electrabel,,
,Oorderen Bayer,43.0,1.0,BE,,,,Natural gas,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://www.elia.be/en/grid-data/power-generation/generating-facilities#,Electrabel,,
,Oud-Lillo Monsanto,43.0,1.0,BE,,,,Natural gas,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,https://www.elia.be/en/grid-data/power-generation/generating-facilities#,Electrabel,,
,RODENHUIZE 4,268.0,1.0,BE,,,Steam turbine,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.elia.be/en/grid-data/power-generation/generating-facilities#,Electrabel,51.13421,3.77598
,SAINT-GHISLAIN STEG,350.0,1.0,BE,,,Combined cycle,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.elia.be/en/grid-data/power-generation/generating-facilities#,Electrabel,50.47167,3.82521
,Schaerbeek Siomab ST1,15.0,1.0,BE,,,Steam turbine,Non-renewable waste,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.elia.be/en/grid-data/power-generation/generating-facilities#,Electrabel,,
