index,DE -> RoW,NL -> RoW,RoW -> DE,NL -> FR,NL -> BE,RoW -> NL,UK -> RoW,UK -> BE,UK -> NL,UK -> DE,FR -> RoW,FR -> DE,BE -> RoW,RoW -> FR,FR -> NL,UK -> FR,RoW -> BE,BE -> UK,DE -> NL,DE -> FR,NL -> UK,BE -> DE,NL -> DE,FR -> BE,DE -> UK,BE -> NL,DE -> BE,FR -> UK,BE -> FR,RoW -> UK
2040-01-02 06:00:00,,,,,8600.60383078013,,,1822.4725665469,0.038823551786612606,2551.46846894757,,,,,,45789.9749028629,,,,1288.08308234595,,,10369.8460840534,,,,0.0510378558769463,,1844.72149840648,
2040-01-02 07:00:00,,,,,8509.90977884066,,,1822.47245405039,0.0375964271652608,2551.4682497837,,,,,,45789.9740251422,,,,2083.09129644772,,,10258.5618180298,,,,0.0508270097417577,,2983.28855695531,
2040-01-02 08:00:00,,,,,8489.77097208705,,,1822.48914937551,0.2067184934966544,2551.48571270784,,,,,,45790.27978645006,,,,2093.70933873339,,,10235.4371248918,,,,1822.41366488255,,2998.49480462347,
2040-01-02 09:00:00,,,,,8323.33921549876,,,1822.4871853153,0.214211790106462,2551.48574615061,,790.648283757802,,,,45790.2437039454,,,,,,,10032.8370543829,1132.32334216291,,,0.928440997374231,,,
2040-01-02 10:00:00,,,,,8091.26424642638,,,1822.48653135248,0.21535787691055058,2551.48575796737,,,,,,45790.23793582264,,,,323.655618360342,,,9750.51816206914,,,,0.0473981105728973,,463.521467640727,
2040-01-02 11:00:00,,,,,7992.37490237784,,,1822.48652088867,0.2152561487537702,2551.48577473865,,84.3048839116922,,,,45790.23770346337,,,,,,,9633.09458435613,120.73713061356,,,0.0476289764094926,,,
2040-01-02 12:00:00,,,,,8020.40744914289,,,1822.4864646486,0.2150104492175274,2551.48575044316,,757.306766268537,,,,45790.237008326585,,,,,,,9664.73570841432,1084.57344030156,,,0.0572968788130588,,,
2040-01-02 13:00:00,,,,,8201.77285885845,,,1822.48633862573,0.21389762371470977,2551.48564943098,,1478.94684368124,,,,45790.237625913105,,,,,,,9882.78341575361,2118.06668315784,,,0.0655082647542579,,,
2040-01-02 14:00:00,,,,,8006.22224539382,,,1822.4862520173,0.210585106061903,2551.48814395358,,1712.80960650841,,,,45790.24243796318,,,,,,,9644.22056119965,2452.99226836225,,,0.0203563026925675,,,
2040-01-02 15:00:00,,,,,8045.43858220379,,,1822.4888957355,0.20788335137158342,2551.48806631342,,,,,,45790.3056486296,,,,1671.81439650028,,,9692.74189801772,,,,0.0515433742624136,,2394.27930644571,
2040-01-02 16:00:00,,,,,8073.01469939676,,,1822.48884368259,0.20696457479619898,2551.48799574965,,,,,,45790.305651335075,,,,1684.05812916257,,,9726.55482786902,,,,0.0515065770468936,,2411.8143769715,
2040-01-02 17:00:00,,,,,8101.45093360533,,,1822.48878251035,0.2057605731240006,2551.48789837815,,,,,,45790.304637551744,,,,1581.65913863671,,,9762.12663369277,,,,0.0512880110086583,,2265.16367309247,
2040-01-02 18:00:00,,,,,8144.55285019612,,,1822.48872603636,0.2021029363519162,2551.48776042976,,,,,,45790.30331431981,,,,1579.94723906144,,,9814.98379999929,,,,0.0510294828212741,,2262.71198014841,
2040-01-02 19:00:00,,,,,8159.69192232311,,,1822.48999597157,1390.3964596474038,2551.48892227552,,,,,,45790.3175231302,,,,1601.42205384105,,,9831.19071784224,,,,0.0497605060323337,,2293.46704358026,
2040-01-02 20:00:00,,,,,8115.14338845632,,,1822.4879385685,5945.89127961108,2551.48882065417,,,,,,45790.31694534188,,,,1669.13518175523,,,9774.14261326446,,,,0.0203237863930771,,2390.43812776795,
2040-01-02 21:00:00,,,,,8135.60252698771,,,1822.48864081703,8018.5440640653,2551.48916670698,,,,,,45790.32142088505,,,,1592.49987123768,,,9797.03470224781,,,,0.0213561538261088,,2280.68057335628,
2040-01-02 22:00:00,,,,,8425.43346348328,,,1822.49046110893,8018.885383958479,2551.49039545647,,,,,,45790.33726930841,,,,2051.17987506124,,,10147.3587771544,,,,0.0212318828014608,,2937.58451458901,
2040-01-02 23:00:00,,,,,8468.68919253141,,,1822.49134051973,8018.92204945642,2551.49042565631,,,,,,45790.33233487761,,,,2041.92274048337,,,10202.4243894443,,,,0.0379607333309828,,2924.32864860192,
2040-01-03 00:00:00,,,,,8625.33418840116,,,1822.49136042954,8018.873265152661,2551.49007453505,,,,,,45790.34516108481,,,,2010.35737717228,,,10394.56242538,,,,0.0540767882798045,,2879.1149336338,
2040-01-03 01:00:00,,,,,8706.66260388403,,,1822.49136283188,8018.8730676238,2551.49008263407,,,,,,45790.33217908291,,,,1984.54561692223,,,10496.434989584,,,,0.0568279920842761,,2842.15601092339,
2040-01-03 02:00:00,,,,,8719.33832400202,,,1822.49133961183,8018.87194315604,2551.49008192046,,,,,,45790.33204551778,,,,2030.35594293697,,,10513.4788117306,,,,0.0576982630707788,,2907.7628740774,
2040-01-03 03:00:00,,,,,8767.90864873654,,,1822.49130124098,8018.9201267562,2551.4900744307,,,,,,45790.33172861063,,,,2080.85447430495,,,10573.6439307033,,,,0.0581889962711046,,2980.08406190569,
2040-01-03 04:00:00,,,,,8766.30371113033,,,1822.49127837176,8018.9196681984595,2551.49007393624,,,,,,45790.331380808086,,,,2107.95798416843,,,10571.6221943896,,,,0.0599673236783762,,3018.90025129144,
2040-01-03 05:00:00,,,,,8756.22496167476,,,1822.49127424497,8018.919770082401,2551.49010240594,,,,,,45790.344174068276,,,,2116.20114489497,,,10559.5412394817,,,,0.0622937872710154,,3030.70033974628,
2040-01-03 06:00:00,,,,,8733.03163996405,,,1822.48840173376,8018.528950661041,2551.48736112852,,,,,,45790.3197562436,,,,2126.80409497122,,,10530.9434264714,,,,0.0673164302729661,,3045.88534469047,
2040-01-03 07:00:00,,,,,8722.66029929457,,,1822.48564239043,0.19991202368544297,2551.48476660889,,,,,,45790.30039058302,,,,2135.56929975671,,,10518.9634849537,,,,0.0783849816389085,,3058.44648925915,
2040-01-03 08:00:00,,,,,8650.46678370917,,,1822.48563604687,0.19697225547193398,2551.48516307603,,,,,,45790.30159512508,,,,2130.60065614815,,,10430.9585787973,,,,0.0779810816873139,,3051.33064151106,
2040-01-03 09:00:00,,,,,8596.27152352553,,,1822.48568349381,0.20213375668702438,2551.48548988274,,,,,,45790.273638692255,,,,2102.57376272685,,,10364.2490586575,,,,0.076791571291704,,3011.18922147968,
2040-01-03 10:00:00,,,,,8489.68092410194,,,1822.48711712169,0.206544609726104,2551.48543005155,,,,,,45790.27341708145,,,,2041.10067398456,,,10235.2183943715,,,,566.296369530449,,2923.15127827008,
2040-01-03 11:00:00,,,,,8128.04544075997,,,1822.48495190735,0.207608063115452,2551.48500005438,,,,,,45790.21560052322,,,,1055.61095922056,,,9777.92158904235,,,,0.0804780033839681,,1511.78772064549,
2040-01-03 12:00:00,,,,,7186.32905685603,,,1822.47613559447,0.0982046150454734,2551.47579800255,,,,,,45790.057949627204,,,,553.259284616139,,,8586.54437338087,,,,0.0915371887630849,,792.347280054037,
2040-01-03 13:00:00,,,,,7175.06374429663,,,1822.48050901554,0.18162303933593463,2551.47595961717,,,,,,45790.18980592068,,,,2024.85284099097,,,8573.52408042709,,,,1166.40667274193,,2899.8820184812,
2040-01-03 14:00:00,,,,,7224.61752141048,,,1822.48643046992,0.1935792930464818,2551.47597022902,,,,,,45790.188534690984,,,,2012.13431561366,,,8633.88652923857,,,,1822.46123691825,,2881.66785117827,
2040-01-03 15:00:00,,,,,7925.49946137467,,,1822.48902275112,0.09161159460743701,2551.4571077024,,,,,,45790.36434276941,,,,2138.41998686946,,,9516.24745075207,,,,1822.4838498251,,3050.1462844006,
2040-01-03 16:00:00,,,,,8536.62336429366,,,1822.49113511343,0.09274322741117799,2551.457824271,,,,,,45790.37154456881,,,,6657.33984041068,,,10290.7282520311,,,,1822.48856525525,,9549.07167371271,
2040-01-03 17:00:00,,,,,8430.33552687964,,,1822.49194503904,0.1910303449494108,2551.47579782409,,,,,,45790.37537218482,,,,6716.807390819,,,10159.7340779651,,,,1822.48853911121,,9631.0693210457,
2040-01-03 18:00:00,,,,,8363.075002545,,,1822.49193212772,0.191910925776756,2551.47599291504,,,,,,45790.37547638154,,,,6818.8600511898,,,10077.3591272987,,,,1822.48851363144,,9772.84010884977,
2040-01-03 19:00:00,,,,,8341.84304068024,,,1822.4919153448,0.19196792299986198,2551.47597823932,,,,,,45790.374285287886,,,,5125.13757084653,,,10052.7817186561,,,,1822.4884985019,,7341.31778158909,
2040-01-03 20:00:00,,,,,8333.47564144465,,,1822.49058274828,0.19176840120362681,2551.48504648194,,,,,,45790.37337870398,,,,3250.95491208162,,,10044.4427689542,,,,1822.47467868181,,4653.0709681632,
2040-01-03 21:00:00,,,,,8303.07471327337,,,1822.49057021462,0.19171725760052719,2551.48487180335,,,,,,45790.37359794397,,,,3890.12620252292,,,10007.4695329614,,,,1822.47498016503,,5569.45715330083,
2040-01-03 22:00:00,,,,,8224.31273099383,,,1822.49121536331,0.1918948231355118,2551.48484227107,,,,,,45790.375396247684,,,,4744.58935350676,,,9910.89964039379,,,,1822.47999776899,,6795.2103191701,
2040-01-03 23:00:00,,,,,8235.08969417308,,,1822.49053831852,0.191953014684134,2551.47884755285,,,,,,45790.370345664225,,,,3131.55175515214,,,9923.22833551971,,,,1822.48321265136,,4481.4044773911,
2040-01-04 00:00:00,,,,,8138.86061673006,,,1822.49052406541,0.1919576447677816,2551.47883107592,,,,,,45790.370079776,,,,2705.15680208964,,,9806.27015244661,,,,1822.48317734542,,3869.22680414269,
2040-01-04 01:00:00,,,,,8152.03037682078,,,1822.49051090518,0.1919647863359436,2551.47889017629,,,,,,45790.37008875421,,,,2113.34088237292,,,9823.75272923993,,,,1822.483126635,,3022.15132631829,
2040-01-04 02:00:00,,,,,8104.52588505082,,,1822.49049605433,0.191914613021579,2551.47895863844,,,,,,45790.36834930146,,,,2103.18485083612,,,9764.34463933827,,,,1822.48307624613,,3005.94260639592,
2040-01-04 03:00:00,,,,,8156.5405482048,,,1822.49048571429,0.1916618452325384,2551.47922431556,,,,,,45790.3683461805,,,,2103.09133774303,,,9827.21792414646,,,,1822.48300876914,,3003.04642418202,
2040-01-04 04:00:00,,,,,8445.24802044912,,,1822.49049092343,0.190370577107461,2551.48966107236,,,,,,45790.36834625601,,,,2076.53944498078,,,10167.1747742528,,,,187.170368202496,,2960.19123928114,
2040-01-04 05:00:00,,,,,8415.89256878948,,,1822.49227723956,0.18805205373917,2551.49155888047,,,,,,45790.368223105455,,,,2075.749877103,,,10134.7079668629,,,,0.270094323125017,,2957.72642022704,
2040-01-04 06:00:00,,,,,8432.20661511518,,,1822.49237903138,0.190179452569318,2551.49155340132,,,,,,45790.37519256765,,,,2084.2701495101,,,10162.3664217466,,,,860.258923936405,,2975.36374831183,
2040-01-04 07:00:00,,,,,8409.08938388625,,,1822.49523973583,0.1806852816383938,2551.49021894466,,,,,,45790.36862332592,,,,1998.12054987474,,,10135.316902275,,,,1822.49318105552,,2861.59759224225,
2040-01-04 08:00:00,,,,,8398.30004450253,,,1822.49397711883,0.1511664916991722,2551.37389321992,,,,,,45790.326995576295,,,,1968.80704928511,,,10122.7625030717,,,,1822.49376636427,,2819.61703164732,
2040-01-04 09:00:00,,,,,8345.03055193004,,,1822.49336040225,0.1512702854417332,2551.38848443311,,,,,,45790.30023290743,,,,1656.50155533462,,,10056.7140762421,,,,1822.49289428632,,2372.35013408947,
2040-01-04 10:00:00,,,,,8272.62270770545,,,1822.49317090122,0.15150410933165281,2551.44759090861,,,,,,45790.299747702025,,,,61.1311978870015,,,9972.76423590091,,,,1822.49225304075,,87.5484347346665,
2040-01-04 11:00:00,,,,,8362.53107070354,,,1822.49335084306,0.15081922444316082,2551.37587848418,,,,,,45790.29969558578,,,,1466.34037723152,,,10080.8065663715,,,,1822.49292499615,,2100.01177979154,
2040-01-04 12:00:00,,,,,8257.05193308286,,,1822.49334559041,0.150757014040701,2551.38738091742,,,,,,45790.299582383894,,,,1430.49408337139,,,9952.18485951825,,,,1822.49292448177,,2048.67470113993,
2040-01-04 13:00:00,,,,,6945.71314747929,,,1822.49362364559,0.1512790564710634,0.0904572934644226,,,,,,45790.29921704614,,,,423.85564966652,,,8299.04946991254,,,,1822.49376773691,,607.022438585335,
2040-01-04 14:00:00,,,,,6590.4138648581,,,1822.49268470217,0.14312349168223681,0.0174844728371688,,589.039273156246,,,,45790.24568774608,,,,,,,7877.65902060776,843.590006645755,,,1822.49378430293,,,
2040-01-04 15:00:00,,,,,8217.12333370716,,,1822.49701387314,0.1195746010108192,0.0048414799036773,,,,,,45790.38375565038,,,,558.427574946578,,,9901.01061560104,,,,1822.49771146866,,799.748846296973,
2040-01-04 16:00:00,,,,,8240.03051519802,,,1822.49694619217,0.0579352709246814,0.0040967982538315,,,,,,45790.388377740404,,,,1909.26166819705,,,9927.15308766365,,,,1822.49770891595,,2734.33605614606,
2040-01-04 17:00:00,,,,,8313.26642920535,,,1822.49694332199,0.05789566606722041,0.0040989966930428,,,,,,45790.388285618785,,,,1887.08911169843,,,10016.0249490114,,,,1822.4977075377,,2702.58157216469,
2040-01-04 18:00:00,,,,,8381.53795474693,,,1822.49694099601,0.0578108607378684,0.004093340861131,,,,,,45790.388268280956,,,,1937.13281502597,,,10101.0096459239,,,,1822.4977083986,,2774.25174415972,
2040-01-04 19:00:00,,,,,8404.19349219415,,,1822.49700403813,0.1185219905954362,0.0048018932480875,,,,,,45790.391260029,,,,1985.52224026341,,,10130.8068986433,,,,1822.49770845255,,2843.55266052612,
2040-01-04 20:00:00,,,,,8468.94711819464,,,1822.49700331285,0.1189525797959366,0.005201507140615,,,,,,45790.38593733418,,,,1994.89949006548,,,10211.1048131107,,,,1822.49768678922,,2856.98481066676,
2040-01-04 21:00:00,,,,,8400.51821967376,,,1822.49700321277,0.118906556121574,0.0116144210294033,,,,,,45790.39130422534,,,,1975.95103605215,,,10127.3944950677,,,,1822.49753263603,,2829.84818306698,
2040-01-04 22:00:00,,,,,8137.56100317504,,,1822.49700265183,0.1179719158536926,0.0166410523954263,,,,,,45790.39129658828,,,,1925.31248282585,,,9808.72817217902,,,,1822.4974918764,,2757.32641071051,
2040-01-04 23:00:00,,,,,8090.85800904987,,,1822.49685358324,0.11739403884145,0.011749703669894,,,,,,45790.39141953496,,,,1928.29805421968,,,9752.08335945109,,,,1822.49740142866,,2761.60239912683,
2040-01-05 00:00:00,,,,,8103.21899413118,,,1822.49685368948,0.1168282199657644,0.0115678852885807,,,,,,45790.385907275246,,,,1934.26875377956,,,9763.85152193111,,,,1822.4974041652,,2770.1530646265,
2040-01-05 01:00:00,,,,,8038.67495678187,,,1822.49685396313,0.1160525472572488,0.011594778034426,,,,,,45790.38595089597,,,,1948.08808570626,,,9690.12336872071,,,,1822.49740364092,,2789.94434945504,
2040-01-05 02:00:00,,,,,8045.07045544245,,,1822.49685354912,0.11492335936154119,0.0168401849984482,,,,,,45790.385982181135,,,,1901.0817687538,,,9695.73102275803,,,,1822.49734952116,,2722.62446435911,
2040-01-05 03:00:00,,,,,8169.902820271,,,1822.49685376095,0.11275993007845181,0.0233465479259442,,,,,,45790.38599703855,,,,499.876099105659,,,9848.43577275658,,,,1822.49731658626,,715.89470297661,
2040-01-05 04:00:00,,,,,8138.41034030243,,,1822.49685318536,4393.8050113903255,0.0618038601381024,,1900.63500125612,,,,45790.38597725949,,,,,,,9806.15410687773,2721.98530612546,,,1822.49726756511,,,
2040-01-05 05:00:00,,,,,5628.58008407772,,,1822.49685578243,8018.969813342479,0.143713050209131,,1958.01776188127,,,,45790.38596128328,,,,,,,6739.56629206344,2804.16572025136,,,1822.49727156563,,,
2040-01-05 06:00:00,,,,,4074.37507970518,,,1822.49692434835,8018.98460507802,2551.49507501599,,1980.75640377727,,,,45790.38778371151,,,,,,,4895.99200342805,2840.26460211246,,,1822.43274641139,,,
2040-01-05 07:00:00,,,,,1990.79541044167,,,1822.49692574066,8018.98733913762,2551.49525185993,,1977.92010100209,,,,45790.38777162825,,,,,,,2386.95975112068,2841.56493866874,,,0.0092663264146048,,,
2040-01-05 08:00:00,,,,,261.771521487429,,,1822.4969263706,8018.98729496092,2551.49522669383,,1975.0923105583,,,,45790.387829069514,,,,,,,313.863586975406,2831.32142397173,,,0.0090711183557569,,,
2040-01-05 09:00:00,,,,,,,,1822.49700617761,8018.9875422113,2551.49525596392,,4864.44391032907,,,,45790.39017359531,,,559.173131069178,,,,,6966.50006654449,,466.367087871539,0.008150622638869,,,
2040-01-05 10:00:00,,,,,1356.75764720506,,,1822.49700189594,8018.98751809472,2551.49520361072,,5128.61513230708,,,,45790.38566569271,,,,,,,1626.74972862531,7327.11980005318,,,0.0067035449436759,,,
2040-01-05 11:00:00,,,,,963.234209843282,,,1822.49699885807,8018.987502686779,2551.49519037962,,5248.25737697139,,,,45790.38556431492,,,,,,,1154.91592336702,7506.4313345641,,,0.0067122813313809,,,
2040-01-05 12:00:00,,,,,1554.58643799605,,,1822.49699632494,8018.9874924395,2551.49518400782,,5008.0195490405,,,,45790.38548022678,,,,,,,1863.94603867749,7150.21070534944,,,0.006692969638046,,,
2040-01-05 13:00:00,,,,,2167.71409259354,,,1822.49699864023,8018.987747646261,2551.49530128001,,5088.6499929794,,,,45790.38534089412,,,,,,,2599.08486005679,7273.63447562611,,,0.0039091124045989,,,
2040-01-05 14:00:00,,,,,1478.58446897141,,,1822.49700089845,8018.98776261972,2551.49530572348,,4948.21340804168,,,,45790.38531534963,,,,,,,1772.81983049323,7070.32094369267,,,0.0039456943439224,,,
2040-01-05 15:00:00,,,,,930.025184730832,,,1822.4970032518,8018.987778602041,2551.49531056198,,4834.09516222346,,,,45790.39478352144,,,,,,,1115.09836354623,6918.9129351218,,,0.0039515286377568,,,
2040-01-05 16:00:00,,,,,531.995315518547,,,1822.49700428717,8018.987791342181,2551.49531214246,,4517.64162489034,,,,45790.39499910936,,,,,,,637.861350620476,6489.88635984639,,,0.0039653492741644,,,
2040-01-05 17:00:00,,,,,1293.51118757979,,,1822.49700411328,8018.98779090322,2551.49531307168,,4322.09151478099,,,,45790.39566736583,,,,,,,1550.91734517833,6197.96348481222,,,0.0039589113040522,,,
2040-01-05 18:00:00,,,,,2180.0820470631,,,1822.49700433128,8018.987540231461,2551.49531333054,,2879.85021896925,,,,45790.394960784346,,,,,,,2613.91444042494,4125.12338196721,,,0.0039838791475479,,,
2040-01-05 19:00:00,,,,,5133.97855354723,,,1822.49700252412,8018.9863060798,2551.49531325665,,1853.34870929307,,,,45790.39495387093,,,,,,,6149.68930537266,2678.0610885476,,,0.0041515085136539,,,
2040-01-05 20:00:00,,,,,7857.43574620727,,,1822.49685274254,7984.5985022922,2551.49531171703,,1962.50183168789,,,,45790.39490713775,,,,,,,9450.30454508197,2855.30425458339,,,0.002986949245355,,,
2040-01-05 21:00:00,,,,,8199.85500516067,,,1822.49685220113,7985.07085187634,2551.49531318941,,2010.26778574747,,,,45790.394884166075,,,,,,,9861.61411525594,2933.58982049642,,,0.0029763840922506,,,
2040-01-05 22:00:00,,,,,7846.63519288346,,,1822.49685027406,6584.54484683858,2551.49531186287,,1961.6838795884,,,,45790.39462880467,,,,,,,9455.30912329669,2845.0323812132,,,0.0030054189425167,,,
2040-01-05 23:00:00,,,,,7937.15713995221,,,1822.4968452563,867.3642613023419,2551.49531037514,,1990.29070462793,,,,45790.394477118214,,,,,,,9546.64698280539,2883.75370130367,,,0.0029958787493005,,,
2040-01-06 00:00:00,,,,,8015.629958563,,,1822.49557520902,0.0107320972333126,2551.49433241388,,1978.57391617045,,,,45790.337251257115,,,,,,,9633.42529418178,2860.58200199513,,,0.0043200978916489,,,
2040-01-06 01:00:00,,,,,8151.45058929609,,,1822.4955866289,0.010675229314245398,2551.49435997698,,1952.08745318676,,,,45790.3381265729,,,,,,,9796.92450828434,2822.36099925363,,,0.0043955869143117,,,
2040-01-06 02:00:00,,,,,8229.87262562735,,,1822.49559218083,0.0104820773824714,2551.49437204676,,1956.87054472135,,,,45790.338228373104,,,,,,,9896.07057637453,2826.18531795436,,,0.0043544012120467,,,
2040-01-06 03:00:00,,,,,8148.38952123936,,,1822.49559986338,0.0103700811267298,2551.49438289648,,1926.09479712309,,,,45790.30163869941,,,,,,,9808.37909293402,2778.10068354638,,,0.0042162432113738,,,
2040-01-06 04:00:00,,,,,8178.65841138706,,,1822.49560543419,0.0102426218358166,2551.49439289531,,1943.65217278402,,,,45790.30141564758,,,,,,,9845.37245772923,2803.77901820672,,,0.004226936065804,,,
2040-01-06 05:00:00,,,,,8421.24910405024,,,1822.49561019837,0.0101679941345056,2551.49440500116,,2007.27828039592,,,,45790.301683079415,,,,,,,10134.7591620039,2898.08321221569,,,0.0042358845390508,,,
