index,UK -> DE,DE -> NL,FR -> RoW,DE -> BE,FR -> BE,DE -> UK,NL -> BE,NL -> DE,RoW -> UK,NL -> FR,UK -> RoW,BE -> NL,BE -> RoW,FR -> NL,NL -> RoW,UK -> FR,BE -> FR,RoW -> FR,NL -> UK,UK -> NL,BE -> DE,UK -> BE,BE -> UK,RoW -> BE,DE -> FR,DE -> RoW,FR -> UK,RoW -> NL,RoW -> DE,FR -> DE
2030-01-01 00:00:00,0.372585905430769,,,1047.30299052984,1738.58649522835,,2388.06149877455,2887.36785356757,,,,,,,,30708.648254408672,,,,0.5661549668296679,,1349.64066143731,,,,,,,,1213.97309306251
2030-01-01 01:00:00,249.536813548817,,,0.41110302453117,2216.03513928914,,2383.05004540933,2879.97303305578,,,,,,,,32093.00861141273,,,,0.546645020084072,,1349.63252266018,,,,,,,,1547.35295693531
2030-01-01 02:00:00,1889.91218232231,,,0.1521682787999,2103.07645144243,,2374.33255707125,2869.58986367959,,,,,,,,33917.18062362774,,,,137.8028682414124,,1349.90538974441,,,,,,,,1468.47945935564
2030-01-01 03:00:00,1889.91319426774,,,1349.79843691679,,,4026.22807982135,4830.15815293937,,,,,,,,33918.369740369344,2308.90495291599,,,2664.4797311339416,,1349.958947419,,,1623.15376670675,,,,,
2030-01-01 04:00:00,1889.97507463434,,,1349.8762915099,,,2327.39745280295,2814.59268009528,,,,,,,,33918.53124704624,1697.62152709425,,,5939.89343859952,,1349.9825335339,,,1185.37045054961,,,,,
2030-01-01 05:00:00,1889.9733986424,,,1349.87707489107,,,2309.9617075099,2793.73004020742,,,,,,,,33918.51998430628,1411.54020725565,,,5939.8862781593,,1349.9819014798,,,985.613233373147,,,,,
2030-01-01 06:00:00,1889.97710364735,,,0.174375272014238,1204.86667014774,,2270.90131846785,2745.63023314154,,,,,,,,33918.50627063404,,,,5939.87971958196,,1349.97853710639,,,,,,,,841.30156902367
2030-01-01 07:00:00,1889.99282380792,,,0.186757573111231,1233.60215395713,,2247.47862060584,2716.40661236756,,,,,,,,33918.776513633886,,,,5939.97369958118,,1349.99421717334,,,,,,,,861.366214371957
2030-01-01 08:00:00,1889.99278919585,,,864.600619671462,236.635597902329,,2241.78849412411,2709.2685240854,,,,,,,,33918.77623957445,,,,5939.972448263199,,1349.99427876403,,,,,,,,165.23100980097
2030-01-01 09:00:00,1889.99257167761,,,1349.87730067139,,,2236.87302515895,2702.82172506363,,,,,,,,33918.77497762073,1181.12808111424,,,5939.97229924276,,1349.99439713339,,,824.727199330102,,,,,
2030-01-01 10:00:00,1889.99255659066,,,1349.87933241732,,,2197.6841446682,2656.13222697358,,,,,,,,33918.775131486276,946.259016163866,,,5939.9722994763,,1349.99442612319,,,660.729154079141,,,,,
2030-01-01 11:00:00,1889.99271627225,,,1279.86400814055,,,2232.17031942763,2697.18308319097,,,,,,,,33918.775255910245,1644.16491300287,,,5939.9723501709595,,1349.99433043866,,,1148.0442073961,,,,,
2030-01-01 12:00:00,1889.99277399641,,,0.184942506547114,,,3861.3016640592,4632.35324728334,,,,,,,,33918.77463124915,2297.88235627613,,,5939.97233173154,,1349.99424538147,,,1604.50455458941,,,,,
2030-01-01 13:00:00,1889.99275399281,,,0.183301777478574,,,4142.69644045588,4965.87989650168,,,,,,,,33918.77595362483,2372.97684089712,,,5939.97263357238,,1349.99428080389,,,1656.93952560827,,,,,
2030-01-01 14:00:00,1889.9799567129,,,0.068772175714824,2338.98715376723,,4221.50041141676,5059.91022223458,,,,,,,,33918.52238668303,,,,5939.86660424442,,1349.97872311987,,,,,,,,1633.20504019308
2030-01-01 15:00:00,1889.98426189686,,,0.0108692539007644,2474.56398221393,,5195.674759689,6217.17135863833,,,,,,,,22823.547311718747,,,,5939.71025941266,,3.36190664484725,,,,,,,,1740.028226874
2030-01-01 16:00:00,1889.98399030184,,,0.010364199998393,2340.92098041022,,5563.7713532158,6652.11573258307,,,,,,,,8447.70229372178,,,,5939.30791618856,,0.197250490703807,,,,,,,,1635.43433983484
2030-01-01 17:00:00,1889.98409106708,,,0.0109047133348458,2392.88462624846,,5590.48246558762,6684.98823023475,,,,,,,,13287.179641706089,,,,5939.341393660419,,1.20320273395788,,,,,,,,1671.83424612196
2030-01-01 18:00:00,1889.98433417672,,,0.0095470507788763,2395.88894924427,,5629.76128614128,6730.87432779236,,,,,,,,14888.600339219323,,,,5939.37070949324,,0.10763806876364,,,,,,,,1672.15057519447
2030-01-01 19:00:00,1889.97841814413,,,0.014937177904231,2380.21371851033,,4463.96027296782,5348.43115213964,,,,,,,,8364.574768256078,,,,5938.76918016222,,1024.88852857617,,,,,,,,1661.84066238243
2030-01-01 20:00:00,1889.95168922674,,,0.0756612398594579,2394.30255550726,,3480.69154693199,4182.58545418917,,,,,,,,4310.90208358626,,,,2.90767255761808,,1349.93723461092,,,,,,,,1671.44990216323
2030-01-01 21:00:00,1889.41315129854,,,488.382982488858,2327.65463936027,,2132.59187362704,2567.72029129633,,,,,,,,14977.53147324066,,,,2.942203921048938,,1349.88806086198,,,,,,,,1625.29076764964
2030-01-01 22:00:00,0.118247573704323,,,1349.87480705643,915.807316900408,,2395.2767349052,2897.77618388165,,,,,,,,16824.282560904736,,,,0.501860755006836,,1349.85549944214,,,,,,,,639.464875832395
2030-01-01 23:00:00,0.127155372983064,,,1349.86550744691,1428.80619087568,,1987.08096449734,2383.29155139983,,,,,,,,19250.591841715093,,,,0.50511483479114,,1349.84987857332,,,,,,,,997.668043816568
2030-01-02 00:00:00,0.0572778057415322,,,1349.95775723186,1272.35715558251,,2411.6403028736,2918.6869163516,,,,,,,,25177.612301455727,,,,0.2839190868511362,,1349.92607488063,,,,,,,,888.426962892158
2030-01-02 01:00:00,0.0235492009241228,,,1349.9849459641,1223.91650739833,,2355.37527119429,2847.98517099382,,,,,,,,20649.567548288644,,,,0.22953732662191179,,1349.96873030283,,,,,,,,854.603058601492
2030-01-02 02:00:00,0.0294168091890194,,,1349.98107575015,1659.74690845552,,2180.52442683736,2628.57430493361,,,,,,,,13679.31644508642,,,,0.2712982445889708,,1349.96230324278,,,,,,,,1158.92309007791
2030-01-02 03:00:00,0.0136305393772033,,,1349.99144891643,,,1914.79483841778,2295.83604028801,,,,,,,,1761.6130068871887,69.0940149537733,,,0.2408879769010878,,1349.98190666352,,,48.2458420629151,,,,,
2030-01-02 04:00:00,0.0138941263609184,,,1349.99114745169,,,2369.26484957607,2867.57025116372,,,,,,,,6061.577091020623,22.6119778315157,,,0.1254778012597074,,1349.98165626633,,,15.7894389360707,,,,,
2030-01-02 05:00:00,0.008781772013207,,,1349.9942927666,,,2508.76132094543,3034.1497300556,,,,,,,,1987.8856813692141,554.809916357192,,,0.070423521833754,,1349.98796106923,,,387.398434362395,,,,,
2030-01-02 06:00:00,0.0078641783389645,,,1349.99351824093,,,2381.94319268773,2884.95013429345,,,,,,,,0.5733762082285486,892.160586775329,,,0.052275120486541204,,1349.9797381212,,,622.954604606963,,,,,
2030-01-02 07:00:00,0.0144506776635924,,,1349.98886838188,1953.48085702973,,2616.24093990095,3161.89094088231,,,,,,,,2.0060464227022337,,,,0.066032909630485,,1349.972640199,,,,,,,,1364.02406256007
2030-01-02 08:00:00,0.0083974986871093,,,1349.99403727289,1115.79604085555,,1232.05330519381,1477.22938000088,,,,,,,,3.6075202666434016,,,,0.1512356121888924,,1349.98628757282,,,,,,,,779.10776411529
2030-01-02 09:00:00,0.0063294499166948,,,1349.99566511587,200.345473764787,,681.157448738447,816.706174611489,,,,,,,,6507.180903718037,,,,0.1332325914762214,,1349.99051100573,,,,,,,,139.891182601275
2030-01-02 10:00:00,0.006793411796328,,,1349.9953804136,225.126170444944,,1737.53737706769,2083.30450837164,,,,,,,,5505.008578995324,,,,0.11796574601681539,,1349.98985151018,,,,,,,,157.194385105621
2030-01-02 11:00:00,0.0069579744133105,,,1349.99538909296,1992.54320404401,,1542.54852916567,1849.51235684417,,,,,,,,13316.706479819115,,,,0.17408790830406462,,1349.99023918149,,,,,,,,1391.29851373679
2030-01-02 12:00:00,0.0073931329157966,,,1349.99544308885,1945.92901567146,,1765.00576642823,2116.23906218121,,,,,,,,8212.453268567837,,,,0.212626995293637,,1349.99112056641,,,,,,,,1358.73076104692
2030-01-02 13:00:00,0.0173222262010606,,,1349.99424210094,2161.03055276165,,3235.89402147862,3890.17977207365,,,,,,,,11735.343053933022,,,,5043.9638023786,,1349.99232852071,,,,,,,,1494.38695557599
2030-01-02 14:00:00,1558.08294854984,,,1349.94861270597,1817.28693687153,,4450.02938135766,5328.86980761604,,,,,,,,26435.762008036054,,,,0.23075272150520182,,1349.96849195969,,,,,,,,1268.91701693701
2030-01-02 15:00:00,1889.93767138894,,,388.488762069924,690.302508530548,,5233.20588654255,6257.63650811289,,,,,,,,33918.169001465925,,,,0.1963691950656108,,1349.9658039192,,,,,,,,482.005694383516
2030-01-02 16:00:00,1889.978172005,,,0.0506688764006883,,,5535.50598517096,6632.54286342364,,,,,,,,33918.50819393463,482.11301006406,,,1163.790347691858,,1349.97715394938,,,336.637281256705,,,,,
2030-01-02 17:00:00,1889.97096789399,,,802.345200302782,,,5626.32675228166,6745.40949679641,,,,,,,,33918.49213658547,579.957026661839,,,1038.52692385823,,1349.9794661758,,,404.957231546656,,,,,
2030-01-02 18:00:00,1889.91052244629,,,1349.97194407284,,,5233.5742258725,6257.31362938332,,,,,,,,33918.44163405974,1281.10281823812,,,4783.705690441624,,1349.98308608137,,,894.534651784297,,,,,
2030-01-02 19:00:00,1889.9914269683,,,1349.77079987901,,,5317.27145366091,6358.32810840551,,,,,,,,33918.76520003068,1698.73335638707,,,5939.962546536341,,1349.993478658,,,1186.14682819109,,,,,
2030-01-02 20:00:00,1889.99505513559,,,0.0520913531567698,,,5360.58419464308,6410.5311797085,,,,,,,,33918.8153512781,457.427928651677,,,5939.98369726314,,1349.99636171232,,,319.400889263592,,,,,
2030-01-02 21:00:00,1889.99495796595,,,949.578261719991,,,5546.23146600548,6639.19718879428,,,,,,,,33918.814405850935,1567.38342227785,,,5939.98327476152,,1349.99635388097,,,1094.43099553581,,,,,
2030-01-02 22:00:00,1889.99278643337,,,1349.99221240867,6.51359621172619,,5627.38606180599,6729.44917111071,,,,,,,,33918.804159539824,,,,5939.979505102419,,1349.99636928422,,,,,,,,4.54740010544915
2030-01-02 23:00:00,1889.99269507133,,,1349.99245887387,,,5593.05002695983,6687.64424818623,,,,,,,,33918.80378884021,1812.97312894376,,,5939.979534612839,,1349.99637374986,,,1265.91522433148,,,,,
2030-01-03 00:00:00,1889.99281424409,,,1349.99234238546,,,5624.44552629961,6724.3917591606,,,,,,,,33918.80386819713,1964.57443616188,,,5939.979567161559,,1349.99637417507,,,1371.77131711688,,,,,
2030-01-03 01:00:00,1889.99288927815,,,1349.99227638113,,,3891.64801829938,4671.29612320582,,,,,,,,33918.80401603917,1444.2167440586,,,5939.97960404014,,1349.9963752781,,,1008.42983169992,,,,,
2030-01-03 02:00:00,1889.99250034158,,,1349.99297467422,,,3750.55118445585,4504.35271327001,,,,,,,,33918.802926014905,1987.37096565712,,,5939.97908069222,,1349.99637883027,,,1387.68913559028,,,,,
2030-01-03 03:00:00,1889.99256699437,,,1349.99293195491,,,3380.18747871668,4066.67132314989,,,,,,,,33918.80297318684,1677.49142965619,,,5939.9790826439,,1349.9963766613,,,1171.31471708479,,,,,
2030-01-03 04:00:00,1889.99304200745,,,1349.99212114699,,,3023.25732551365,3644.66336057961,,,,,,,,33918.80397318469,171.73831518322,,,5939.9795907108,,1349.9963573057,,,119.917560196795,,,,,
2030-01-03 05:00:00,1889.9930666839,,,1349.99212062958,,,5507.97707767716,6583.60279382412,,,,,,,,33918.80358974277,1999.08148524346,,,5939.97969724768,,1349.99635243162,,,1395.86596470134,,,,,
2030-01-03 06:00:00,1889.97474654631,,,1349.99207117839,,,5534.25725635381,6614.85905526334,,,,,,,,33918.74589344467,2256.20687371716,,,5939.94917063284,,1349.99411257681,,,1575.40778852285,,,,,
2030-01-03 07:00:00,1889.90445634534,,,1349.99241184529,,,5517.58075650103,6594.68400799106,,,,,,,,33918.76550336951,3707.20649980354,,,5939.90490696486,,1349.99334999682,,,2588.44938298781,,,,,
2030-01-03 08:00:00,585.013068367369,,,1349.99264766145,,,5314.02464858283,6353.70387552001,,,,,,,,33918.696974728,2260.04228451718,,,5939.914321002259,,1349.99322002961,,,1578.08270628562,,,,,
2030-01-03 09:00:00,0.0727303844170282,,,1349.99204770316,,,5479.16288216142,6549.42923876463,,,,,,,,33918.6268806089,1441.87419845694,,,5939.841871546219,,1349.99186242579,,,1006.79414463766,,,,,
2030-01-03 10:00:00,0.0287283508264961,,,1349.99170809896,2165.15221251259,,4748.14673154593,5682.64695027443,,,,,,,,33918.4471925625,,,,1848.010074191422,,1349.98972252515,,,,,,,,1511.8236106493
2030-01-03 11:00:00,0.0192086538750944,,,1349.99169116936,2143.87204906211,,3627.16204472321,4356.93477021009,,,,,,,,33918.08305804672,,,,0.250029509549039,,1349.98754235233,,,,,,,,1496.96465961342
2030-01-03 12:00:00,0.0137543885147411,,,1349.99167614184,2144.89259196793,,3145.82331719279,3787.85381707807,,,,,,,,21228.462778389352,,,,0.1065993131499222,,1349.98323579904,,,,,,,,1497.67724998035
