00:00 - 01:00,296,,0,,0,,5573,,1707,,156,,0,,0,,0,,,60,969,,1676,,0,,6072,,60,,90,,31,,286,,0,,3774,
01:00 - 02:00,298,,0,,0,,5549,,1638,,155,,0,,0,,0,,,499,907,,1124,,0,,6073,,60,,88,,23,,287,,0,,3740,
02:00 - 03:00,296,,0,,0,,6036,,1516,,160,,0,,0,,0,,,1238,897,,830,,0,,6073,,60,,88,,15,,288,,0,,3697,
03:00 - 04:00,295,,0,,0,,5999,,1486,,176,,0,,0,,0,,,1317,910,,944,,0,,6073,,60,,88,,15,,289,,0,,3516,
04:00 - 05:00,292,,0,,0,,5913,,1488,,178,,0,,0,,0,,,1317,912,,898,,0,,6074,,61,,87,,15,,288,,0,,3384,
05:00 - 06:00,297,,0,,0,,5925,,1495,,184,,0,,0,,0,,,906,932,,722,,0,,6072,,61,,87,,15,,288,,0,,3367,
06:00 - 07:00,294,,0,,0,,5974,,1425,,188,,0,,0,,0,,,846,930,,649,,0,,6073,,61,,89,,15,,284,,0,,3346,
07:00 - 08:00,294,,0,,0,,5560,,1456,,189,,0,,0,,0,,,403,920,,689,,0,,6073,,61,,87,,39,,286,,0,,3345,
08:00 - 09:00,291,,0,,0,,5735,,1439,,188,,0,,0,,0,,,533,919,,720,,0,,6072,,62,,87,,777,,286,,0,,3154,
09:00 - 10:00,293,,0,,0,,6192,,1465,,189,,0,,0,,0,,,560,926,,987,,0,,6072,,62,,89,,2084,,286,,0,,2547,
10:00 - 11:00,294,,0,,0,,6631,,1573,,187,,0,,0,,0,,,128,910,,847,,0,,6070,,61,,90,,3142,,276,,0,,1930,
11:00 - 12:00,292,,0,,0,,6853,,1694,,191,,0,,0,,0,,,74,921,,1087,,0,,6070,,61,,88,,3814,,284,,0,,1745,
12:00 - 13:00,290,,0,,0,,6436,,1740,,195,,0,,0,,0,,,165,922,,1290,,0,,6072,,60,,90,,3873,,292,,0,,1629,
13:00 - 14:00,291,,0,,0,,6645,,1716,,194,,0,,0,,0,,,300,902,,1256,,0,,6071,,60,,88,,3821,,292,,0,,1589,
14:00 - 15:00,290,,0,,0,,6124,,1622,,194,,0,,0,,0,,,290,903,,1159,,0,,6071,,60,,85,,3603,,295,,0,,1507,
15:00 - 16:00,291,,0,,0,,6355,,1530,,194,,0,,0,,0,,,381,932,,1325,,0,,6071,,61,,84,,2801,,299,,0,,1551,
16:00 - 17:00,276,,0,,0,,7214,,1653,,192,,0,,0,,0,,,248,948,,1793,,0,,6071,,61,,83,,1138,,300,,0,,2099,
